Vendor,Job,Date,PO No.,Item,Description,Qty.,Rate,Unit,Amount,Tax
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 "" x 6 3/4"" STUD BOLT A193-Gr.B7 with (2) A194-Gr.2H HEAVY HEX NUTS, CADMIUM PLATED PER ASTM F1941-(Fe/Cd) 8AN  ",18,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1"" x 6 3/4"" STUD BOLT A320-Gr.B8, ANNEALED AND STRAIN HARDENED CLASS 2, with (2) A194-Gr.8 HEAVY HEX NUTS",18,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1"" x 7 1/4"" STUD BOLT A320-Gr.B8, ANNEALED AND STRAIN HARDENED CLASS 2, with (2) A194-Gr.8 HEAVY HEX NUTS",106,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1"" x 7 1/4"" STUD BOLT A320-Gr.L7 with (2) A194-Gr.7L HEAVY HEX NUTS, CADMIUM PLATED PER ASTM F1941-(Fe/Cd) 8AN    ",40,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/8"" x 6 3/4"" STUD BOLT A320-Gr.L7 with (2) A194-Gr.7L HEAVY HEX NUTS, CADMIUM PLATED PER ASTM F1941-(Fe/Cd) 8AN    ",132,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/8"" x 6 3/4"" STUD BOLT A320-Gr.B8, ANNEALED AND STRAIN HARDENED CLASS 2, with (2) A194-Gr.8 HEAVY HEX NUTS",176,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/8"" x 7 1/4"" STUD BOLT A193-Gr.B7 with (2) A194-Gr.2H HEAVY HEX NUTS, CADMIUM PLATED PER ASTM  F1941-(Fe/Cd) 8AN         ",52,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/8"" x 7 1/4"" STUD BOLT A320-Gr.B8, ANNEALED AND STRAIN HARDENED CLASS 2, with (2) A194-Gr.8 HEAVY HEX NUTS",88,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/8"" x 7 1/2"" STUD BOLT A320-Gr.L7 with (2) A194-Gr.7L HEAVY HEX NUTS, CADMIUM PLATED PER ASTM F1941-(Fe/Cd) 8AN   ",132,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/8"" x 7 1/2"" STUD BOLT A320-Gr.B8, ANNEALED AND STRAIN HARDENED CLASS 2, with (2) A194-Gr.8 HEAVY HEX NUTS",110,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/8"" x 7 3/4"" STUD BOLT A193-Gr.B7 with (2) A194-Gr.2H HEAVY HEX NUTS, CADMIUM PLATED PER ASTM  F1941-(Fe/Cd) 8AN  ",40,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/8"" x 8"" STUD BOLT A193-Gr.B7 with (2) A194-Gr.2H HEAVY HEX NUTS, CADMIUM PLATED PER ASTM  F1941-(Fe/Cd) 8AN         ",330,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/8"" x 8"" STUD BOLT A320-Gr.B8, ANNEALED AND STRAIN HARDENED CLASS 2, with (2) A194-Gr.8 HEAVY HEX NUTS",132,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/8"" x 8"" STUD BOLT A320-Gr.L7 with (2) A194-Gr.7L HEAVY HEX NUTS, CADMIUM PLATED PER ASTM  F1941-(Fe/Cd) 8AN   ",40,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/8"" x 9 1/2"" STUD BOLT A320-Gr.B8, ANNEALED AND STRAIN HARDENED CLASS 2, with (2) A194-Gr.8 HEAVY HEX NUTS",22,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/8"" x 9 3/4"" STUD BOLT A193-Gr.B7 with (2) A194-Gr.2H HEAVY HEX NUTS, CADMIUM PLATED PER ASTM  F1941-(Fe/Cd) 8AN    ",40,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/4"" x 8"" STUD BOLT A320-Gr.B8, ANNEALED AND STRAIN HARDENED CLASS 2, with (2) A194-Gr.8 HEAVY HEX NUTS",198,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/4"" x 8 1/4"" STUD BOLT A193-Gr.B7 with (2) A194-Gr.2H HEAVY HEX NUTS, CADMIUM PLATED PER ASTM F1941-(Fe/Cd) 8AN      ",290,$5.0,ea.,$1450.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/4"" x 8 1/4"" STUD BOLT A320-Gr.L7 with (2) A194-Gr.L7 HEAVY HEX NUTS, CADMIUM PLATED PER ASTM   F1941-(Fe/Cd) 8AN         ",140,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/4"" x 8 1/4"" STUD BOLT A320-Gr.B8, ANNEALED AND STRAIN HARDENED CLASS 2, with (2) A194-Gr.8 HEAVY HEX NUTS",52,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/4"" x 8 1/2"" STUD BOLT A193-Gr.B7 with (2) A194-Gr.2H HEAVY HEX NUTS, CADMIUM PLATED PER ASTM  F1941-(Fe/Cd) 8AN         ",80,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/4"" x 8 1/2"" STUD BOLT A320-Gr.L7 with (2) A194-Gr.L7 HEAVY HEX NUTS, CADMIUM PLATED PER ASTM F1941-(Fe/Cd) 8AN          ",44,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/4"" x 8 3/4"" STUD BOLT A193-Gr.B7 with (2) A194-Gr.2H HEAVY HEX NUTS, CADMIUM PLATED PER ASTM F1941-(Fe/Cd) 8AN      ",26,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/4"" x 9"" STUD BOLT A320-Gr.L7 with (2) A194-Gr.L7 HEAVY HEX NUTS, CADMIUM PLATED PER ASTM F1941-(Fe/Cd) 8AN          ",70,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/4"" x 9"" STUD BOLT A320-Gr.B8, ANNEALED AND STRAIN HARDENED CLASS 2, with (2) A194-Gr.8 HEAVY HEX NUTS",124,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/4"" x 9 1/4"" STUD BOLT A193-Gr.B7 with (2) A194-Gr.2H HEAVY HEX NUTS, CADMIUM PLATED PER ASTM F1941-(Fe/Cd) 8AN   ",198,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/4"" x 9 1/4"" STUD BOLT A320-Gr.L7 with (2) A194-Gr.L7 HEAVY HEX NUTS, CADMIUM PLATED PER ASTM  F1941-(Fe/Cd) 8AN    ",176,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/4"" x 9 1/4"" STUD BOLT A320-Gr.B8, ANNEALED AND STRAIN HARDENED CLASS 2, with (2) A194-Gr.8 HEAVY HEX NUTS",176,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/4"" x 9 1/2"" STUD BOLT A320-Gr.L7 with (2) A194-Gr.L7 HEAVY HEX NUTS, CADMIUM PLATED PER ASTM  F1941-(Fe/Cd) 8AN    ",22,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/4"" x 9 3/4"" STUD BOLT A193-Gr.B7 with (2) A194-Gr.2H HEAVY HEX NUTS, CADMIUM PLATED PER ASTM F1941-(Fe/Cd) 8AN   ",44,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/4"" x 9 3/4"" STUD BOLT A320-Gr.B8, ANNEALED AND STRAIN HARDENED CLASS 2, with (2) A194-Gr.8 HEAVY HEX NUTS",22,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/4"" x 10"" STUD BOLT A320-Gr.B8, ANNEALED AND STRAIN HARDENED CLASS 2, with (2) A194-Gr.8 HEAVY HEX NUTS",22,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/4"" x 10 3/4"" STUD BOLT A320-Gr.L7 with (2) A194-Gr.L7 HEAVY HEX NUTS, CADMIUM PLATED PER ASTM  F1941-(Fe/Cd) 8AN    ",36,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/4"" x 10 3/4"" STUD BOLT A320-Gr.B8, ANNEALED AND STRAIN HARDENED CLASS 2, with (2) A194-Gr.8 HEAVY HEX NUTS",18,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/4"" x 11 1/4"" STUD BOLT A320-Gr.B8, ANNEALED AND STRAIN HARDENED CLASS 2, with (2) A194-Gr.8 HEAVY HEX NUTS",22,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/4"" x 1' 7"" STUD BOLT A193-Gr.B7 with (2) A194-Gr.2H HEAVY HEX NUTS, CADMIUM PLATED PER ASTM F1941-(Fe/Cd) 8AN   ",26,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 3/8"" x 8 3/4"" STUD BOLT A193-Gr.B7 with (2) A194-Gr.2H HEAVY HEX NUTS, CADMIUM PLATED PER ASTM F1941-(Fe/Cd) 8AN      ",40,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 3/8"" x 9 1/4"" STUD BOLT A193-Gr.B7 with (2) A194-Gr.2H HEAVY HEX NUTS, CADMIUM PLATED PER ASTM  F1941-(Fe/Cd) 8AN       ",132,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 3/8"" x 9 3/4"" STUD BOLT A193-Gr.B7 with (2) A194-Gr.2H HEAVY HEX NUTS, CADMIUM PLATED PER ASTM  F1941-(Fe/Cd) 8AN       ",44,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 3/8"" x 10 3/4"" STUD BOLT A193-Gr.B7 with (2) A194-Gr.2H HEAVY HEX NUTS, CADMIUM PLATED PER ASTM  F1941-(Fe/Cd) 8AN        ",26,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/2"" x 10 1/2"" STUD BOLT A193-Gr.B7 with (2) A194-Gr.2H HEAVY HEX NUTS, CADMIUM PLATED PER ASTM  F1941-(Fe/Cd) 8AN       ",44,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/2"" x 10 1/2"" STUD BOLT A320-Gr.L7 with (2) A194-Gr.L7 HEAVY HEX NUTS, CADMIUM PLATED PER ASTM  F1941-(Fe/Cd) 8AN    ",22,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 1/2"" x 10 1/2"" STUD BOLT A320-Gr.B8, ANNEALED AND STRAIN HARDENED CLASS 2, with (2) A194-Gr.8 HEAVY HEX NUTS",132,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 5/8"" x 11 1/4"" STUD BOLT A320-Gr.L7 with (2) A194-Gr.L7 HEAVY HEX NUTS, CADMIUM PLATED PER ASTM  F1941-(Fe/Cd) 8AN    ",22,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"1 5/8"" x 11 1/4"" STUD BOLT A320-Gr.B8, ANNEALED AND STRAIN HARDENED CLASS 2, with (2) A194-Gr.8 HEAVY HEX NUTS",22,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"3/4"" x 4 1/2"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",36,$3.47,ea.,$124.92,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"3/4"" x 4 1/2"" STUD BOLT A193-B7M with (2) A194-2HM NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",36,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"3/4"" x 4 3/4"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",22,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"3/4"" x 4 3/4"" STUD BOLT A193-B7M with (2) A194-2HM NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",20,$8.22,ea.,$164.4,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"3/4"" x 5"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",72,$3.68,ea.,$264.96,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"3/4"" x 4 1/2"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",36,$3.47,ea.,$124.92,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"3/4"" x 4 1/2"" STUD BOLT A193-B7M with (2) A194-2HM NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",36,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"3/4"" x 4 3/4"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",22,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"3/4"" x 4 3/4"" STUD BOLT A193-B7M with (2) A194-2HM NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",20,$8.22,ea.,$164.4,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"3/4"" x 5"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",72,$3.68,ea.,$264.96,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"3/4"" x 4 1/2"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",36,$3.47,ea.,$124.92,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"3/4"" x 4 1/2"" STUD BOLT A193-B7M with (2) A194-2HM NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",36,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"3/4"" x 4 3/4"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",22,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"3/4"" x 4 3/4"" STUD BOLT A193-B7M with (2) A194-2HM NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",20,$8.22,ea.,$164.4,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"3/4"" x 5"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",72,$3.68,ea.,$264.96,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"3/4"" x 4 1/2"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",36,$3.47,ea.,$124.92,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"3/4"" x 4 1/2"" STUD BOLT A193-B7M with (2) A194-2HM NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",36,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"3/4"" x 4 3/4"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",22,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"3/4"" x 4 3/4"" STUD BOLT A193-B7M with (2) A194-2HM NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",20,$8.22,ea.,$164.4,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"3/4"" x 5"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",72,$3.68,ea.,$264.96,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"3/4"" x 4 1/2"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",36,$3.47,ea.,$124.92,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"3/4"" x 4 1/2"" STUD BOLT A193-B7M with (2) A194-2HM NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",36,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"3/4"" x 4 3/4"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",22,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"3/4"" x 4 3/4"" STUD BOLT A193-B7M with (2) A194-2HM NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",20,$8.22,ea.,$164.4,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30645,"3/4"" x 5"" STUD BOLT A193-B7 with (2) A194-2H NUTS, ZINC PLATED PER ASTM F1941 (Fe/Zn) 5AN",72,$3.68,ea.,$264.96,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30635,"3/4"" x 4"" PIPE NIPPLE S/160 A106-Gr.B PBE",36,$3.47,ft.,$124.92,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30635,"1/2"" X 3"" PIPE NIPPLE S/160 A333-Gr.6 PXT",36,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30630,"6"" S/STD (0.280"" Wall) Seamless PIPE A106-Gr.B",22,$0.0,ft.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30635,"2"" S/XH (0.218"" Wall) Seamless PIPE A333-Gr.6",20,$8.22,ea.,$164.4,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30635,"10"" S/80 (0.594"" Wall) Seamless PIPE A333-Gr.6",72,$3.68,ea.,$264.96,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30630,"3/4"" x 4"" PIPE NIPPLE S/160 A106-Gr.B PBE",36,$3.47,ft.,$124.92,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30630,"1/2"" X 3"" PIPE NIPPLE S/160 A333-Gr.6 PXT",36,$0.0,ft.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30630,"6"" S/STD (0.280"" Wall) Seamless PIPE A106-Gr.B",22,$0.0,ft.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30630,"2"" S/XH (0.218"" Wall) Seamless PIPE A333-Gr.6",20,$8.22,ft.,$164.4,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30630,"10"" S/80 (0.594"" Wall) Seamless PIPE A333-Gr.6",72,$3.68,ft.,$264.96,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30630,"3/4"" x 4"" PIPE NIPPLE S/160 A106-Gr.B PBE",36,$3.47,ft.,$124.92,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30630,"1/2"" X 3"" PIPE NIPPLE S/160 A333-Gr.6 PXT",36,$1.2,ft.,$43.2,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30630,"6"" S/STD (0.280"" Wall) Seamless PIPE A106-Gr.B",22,$0.0,ft.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30630,"2"" S/XH (0.218"" Wall) Seamless PIPE A333-Gr.6",20,$8.22,ft.,$164.4,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30630,"10"" S/80 (0.594"" Wall) Seamless PIPE A333-Gr.6",72,$3.68,ft.,$264.96,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30635,"3/4"" x 4"" PIPE NIPPLE S/160 A106-Gr.B PBE",36,$3.47,ea.,$124.92,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30635,"1/2"" X 3"" PIPE NIPPLE S/160 A333-Gr.6 PXT",36,$0.0,ea.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30630,"6"" S/STD (0.280"" Wall) Seamless PIPE A106-Gr.B",22,$0.0,ft.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30635,"2"" S/XH (0.218"" Wall) Seamless PIPE A333-Gr.6",20,$8.22,ea.,$164.4,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30635,"10"" S/80 (0.594"" Wall) Seamless PIPE A333-Gr.6",72,$3.68,ea.,$264.96,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30635,"3/4"" x 4"" PIPE NIPPLE S/160 A106-Gr.B PBE",36,$3.47,ea.,$124.92,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30635,"1/2"" X 3"" PIPE NIPPLE S/160 A333-Gr.6 PXT",36,$2.2,ea.,$79.2,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30630,"6"" S/STD (0.280"" Wall) Seamless PIPE A106-Gr.B",22,$0.0,ft.,$0.0,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30630,"2"" S/XH (0.218"" Wall) Seamless PIPE A333-Gr.6",20,$8.22,ft.,$164.4,6.3333%
Airgas USA  LLC,Field\Fabrication Job,2022-09-09,6958-002,30630,"10"" S/80 (0.594"" Wall) Seamless PIPE A333-Gr.6",72,$3.68,ft.,$264.96,6.3333%
